"DATE","TIME PERIOD","Rate for the overnight maturity calculated as the euro short-term rate plus a spread of 8.5 basis points (EON.D.EONIA_TO.RATE)"
"2012-09-13","13 Sep 2012","0.103"
"2012-09-14","14 Sep 2012","0.095"
"2012-09-17","17 Sep 2012","0.089"
"2012-09-18","18 Sep 2012","0.100"
"2012-09-19","19 Sep 2012","0.090"
"2012-09-20","20 Sep 2012","0.097"
"2012-09-21","21 Sep 2012","0.095"
"2012-09-24","24 Sep 2012","0.095"
"2012-09-25","25 Sep 2012","0.092"
"2012-09-26","26 Sep 2012","0.096"
"2012-09-27","27 Sep 2012","0.095"
"2012-09-28","28 Sep 2012","0.107"
"2012-10-01","01 Oct 2012","0.095"
"2012-10-02","02 Oct 2012","0.087"
"2012-10-03","03 Oct 2012","0.085"
"2012-10-04","04 Oct 2012","0.095"
"2012-10-05","05 Oct 2012","0.093"
"2012-10-08","08 Oct 2012","0.094"
"2012-10-09","09 Oct 2012","0.091"
"2012-10-10","10 Oct 2012","0.092"
"2012-10-11","11 Oct 2012","0.095"
"2012-10-12","12 Oct 2012","0.092"
"2012-10-15","15 Oct 2012","0.096"
"2012-10-16","16 Oct 2012","0.091"
"2012-10-17","17 Oct 2012","0.093"
"2012-10-18","18 Oct 2012","0.093"
"2012-10-19","19 Oct 2012","0.095"
"2012-10-22","22 Oct 2012","0.092"
"2012-10-23","23 Oct 2012","0.088"
"2012-10-24","24 Oct 2012","0.089"
"2012-10-25","25 Oct 2012","0.089"
"2012-10-26","26 Oct 2012","0.086"
"2012-10-29","29 Oct 2012","0.089"
"2012-10-30","30 Oct 2012","0.088"
"2012-10-31","31 Oct 2012","0.078"
"2012-11-01","01 Nov 2012","0.079"
"2012-11-02","02 Nov 2012","0.090"
"2012-11-05","05 Nov 2012","0.089"
"2012-11-06","06 Nov 2012","0.090"
"2012-11-07","07 Nov 2012","0.090"
"2012-11-08","08 Nov 2012","0.087"
"2012-11-09","09 Nov 2012","0.072"
"2012-11-12","12 Nov 2012","0.082"
"2012-11-13","13 Nov 2012","0.080"
"2012-11-14","14 Nov 2012","0.077"
"2012-11-15","15 Nov 2012","0.078"
"2012-11-16","16 Nov 2012","0.079"
"2012-11-19","19 Nov 2012","0.077"
"2012-11-20","20 Nov 2012","0.074"
"2012-11-21","21 Nov 2012","0.072"
"2012-11-22","22 Nov 2012","0.071"
"2012-11-23","23 Nov 2012","0.074"
"2012-11-26","26 Nov 2012","0.072"
"2012-11-27","27 Nov 2012","0.072"
"2012-11-28","28 Nov 2012","0.073"
"2012-11-29","29 Nov 2012","0.072"
"2012-11-30","30 Nov 2012","0.077"
"2012-12-03","03 Dec 2012","0.077"
"2012-12-04","04 Dec 2012","0.073"
"2012-12-05","05 Dec 2012","0.069"
"2012-12-06","06 Dec 2012","0.072"
"2012-12-07","07 Dec 2012","0.072"
"2012-12-10","10 Dec 2012","0.069"
"2012-12-11","11 Dec 2012","0.067"
"2012-12-12","12 Dec 2012","0.066"
"2012-12-13","13 Dec 2012","0.071"
"2012-12-14","14 Dec 2012","0.074"
"2012-12-17","17 Dec 2012","0.071"
"2012-12-18","18 Dec 2012","0.072"
"2012-12-19","19 Dec 2012","0.070"
"2012-12-20","20 Dec 2012","0.069"
"2012-12-21","21 Dec 2012","0.060"
"2012-12-24","24 Dec 2012","0.061"
"2012-12-27","27 Dec 2012","0.072"
"2012-12-28","28 Dec 2012","0.079"
"2012-12-31","31 Dec 2012","0.131"
"2013-01-02","02 Jan 2013","0.062"
"2013-01-03","03 Jan 2013","0.066"
"2013-01-04","04 Jan 2013","0.068"
"2013-01-07","07 Jan 2013","0.066"
"2013-01-08","08 Jan 2013","0.067"
"2013-01-09","09 Jan 2013","0.069"
"2013-01-10","10 Jan 2013","0.069"
"2013-01-11","11 Jan 2013","0.067"
"2013-01-14","14 Jan 2013","0.065"
"2013-01-15","15 Jan 2013","0.064"
"2013-01-16","16 Jan 2013","0.067"
"2013-01-17","17 Jan 2013","0.068"
"2013-01-18","18 Jan 2013","0.068"
"2013-01-21","21 Jan 2013","0.068"
"2013-01-22","22 Jan 2013","0.069"
"2013-01-23","23 Jan 2013","0.068"
"2013-01-24","24 Jan 2013","0.068"
"2013-01-25","25 Jan 2013","0.071"
"2013-01-28","28 Jan 2013","0.073"
"2013-01-29","29 Jan 2013","0.074"
"2013-01-30","30 Jan 2013","0.081"
"2013-01-31","31 Jan 2013","0.080"
"2013-02-01","01 Feb 2013","0.081"
"2013-02-04","04 Feb 2013","0.079"
"2013-02-05","05 Feb 2013","0.074"
"2013-02-06","06 Feb 2013","0.067"
"2013-02-07","07 Feb 2013","0.068"
"2013-02-08","08 Feb 2013","0.068"
"2013-02-11","11 Feb 2013","0.072"
"2013-02-12","12 Feb 2013","0.073"
"2013-02-13","13 Feb 2013","0.064"
"2013-02-14","14 Feb 2013","0.066"
"2013-02-15","15 Feb 2013","0.060"
"2013-02-18","18 Feb 2013","0.058"
"2013-02-19","19 Feb 2013","0.062"
"2013-02-20","20 Feb 2013","0.069"
"2013-02-21","21 Feb 2013","0.070"
"2013-02-22","22 Feb 2013","0.071"
"2013-02-25","25 Feb 2013","0.064"
"2013-02-26","26 Feb 2013","0.065"
"2013-02-27","27 Feb 2013","0.056"
"2013-02-28","28 Feb 2013","0.066"
"2013-03-01","01 Mar 2013","0.059"
"2013-03-04","04 Mar 2013","0.060"
"2013-03-05","05 Mar 2013","0.061"
"2013-03-06","06 Mar 2013","0.070"
"2013-03-07","07 Mar 2013","0.063"
"2013-03-08","08 Mar 2013","0.060"
"2013-03-11","11 Mar 2013","0.064"
"2013-03-12","12 Mar 2013","0.068"
"2013-03-13","13 Mar 2013","0.068"
"2013-03-14","14 Mar 2013","0.068"
"2013-03-15","15 Mar 2013","0.070"
"2013-03-18","18 Mar 2013","0.069"
"2013-03-19","19 Mar 2013","0.064"
"2013-03-20","20 Mar 2013","0.065"
"2013-03-21","21 Mar 2013","0.062"
"2013-03-22","22 Mar 2013","0.061"
"2013-03-25","25 Mar 2013","0.064"
"2013-03-26","26 Mar 2013","0.064"
"2013-03-27","27 Mar 2013","0.067"
"2013-03-28","28 Mar 2013","0.112"
"2013-04-02","02 Apr 2013","0.070"
"2013-04-03","03 Apr 2013","0.072"
"2013-04-04","04 Apr 2013","0.074"
"2013-04-05","05 Apr 2013","0.075"
"2013-04-08","08 Apr 2013","0.082"
"2013-04-09","09 Apr 2013","0.078"
"2013-04-10","10 Apr 2013","0.082"
"2013-04-11","11 Apr 2013","0.086"
"2013-04-12","12 Apr 2013","0.082"
"2013-04-15","15 Apr 2013","0.083"
"2013-04-16","16 Apr 2013","0.080"
"2013-04-17","17 Apr 2013","0.078"
"2013-04-18","18 Apr 2013","0.080"
"2013-04-19","19 Apr 2013","0.083"
"2013-04-22","22 Apr 2013","0.082"
"2013-04-23","23 Apr 2013","0.079"
"2013-04-24","24 Apr 2013","0.083"
"2013-04-25","25 Apr 2013","0.083"
"2013-04-26","26 Apr 2013","0.082"
"2013-04-29","29 Apr 2013","0.085"
"2013-04-30","30 Apr 2013","0.102"
"2013-05-02","02 May 2013","0.078"
"2013-05-03","03 May 2013","0.077"
"2013-05-06","06 May 2013","0.083"
"2013-05-07","07 May 2013","0.075"
"2013-05-08","08 May 2013","0.064"
"2013-05-09","09 May 2013","0.072"
"2013-05-10","10 May 2013","0.074"
"2013-05-13","13 May 2013","0.086"
"2013-05-14","14 May 2013","0.081"
"2013-05-15","15 May 2013","0.078"
"2013-05-16","16 May 2013","0.082"
"2013-05-17","17 May 2013","0.066"
"2013-05-20","20 May 2013","0.069"
"2013-05-21","21 May 2013","0.076"
"2013-05-22","22 May 2013","0.083"
"2013-05-23","23 May 2013","0.078"
"2013-05-24","24 May 2013","0.081"
"2013-05-27","27 May 2013","0.082"
"2013-05-28","28 May 2013","0.084"
"2013-05-29","29 May 2013","0.076"
"2013-05-30","30 May 2013","0.073"
"2013-05-31","31 May 2013","0.114"
"2013-06-03","03 Jun 2013","0.078"
"2013-06-04","04 Jun 2013","0.078"
"2013-06-05","05 Jun 2013","0.081"
"2013-06-06","06 Jun 2013","0.083"
"2013-06-07","07 Jun 2013","0.078"
"2013-06-10","10 Jun 2013","0.082"
"2013-06-11","11 Jun 2013","0.075"
"2013-06-12","12 Jun 2013","0.077"
"2013-06-13","13 Jun 2013","0.074"
"2013-06-14","14 Jun 2013","0.075"
"2013-06-17","17 Jun 2013","0.080"
"2013-06-18","18 Jun 2013","0.073"
"2013-06-19","19 Jun 2013","0.082"
"2013-06-20","20 Jun 2013","0.082"
"2013-06-21","21 Jun 2013","0.084"
"2013-06-24","24 Jun 2013","0.084"
"2013-06-25","25 Jun 2013","0.079"
"2013-06-26","26 Jun 2013","0.084"
"2013-06-27","27 Jun 2013","0.086"
"2013-06-28","28 Jun 2013","0.208"
"2013-07-01","01 Jul 2013","0.085"
"2013-07-02","02 Jul 2013","0.082"
"2013-07-03","03 Jul 2013","0.082"
"2013-07-04","04 Jul 2013","0.087"
"2013-07-05","05 Jul 2013","0.087"
"2013-07-08","08 Jul 2013","0.084"
"2013-07-09","09 Jul 2013","0.083"
"2013-07-10","10 Jul 2013","0.088"
"2013-07-11","11 Jul 2013","0.090"
"2013-07-12","12 Jul 2013","0.087"
"2013-07-15","15 Jul 2013","0.086"
"2013-07-16","16 Jul 2013","0.083"
"2013-07-17","17 Jul 2013","0.090"
"2013-07-18","18 Jul 2013","0.091"
"2013-07-19","19 Jul 2013","0.098"
"2013-07-22","22 Jul 2013","0.101"
"2013-07-23","23 Jul 2013","0.105"
"2013-07-24","24 Jul 2013","0.104"
"2013-07-25","25 Jul 2013","0.098"
"2013-07-26","26 Jul 2013","0.097"
"2013-07-29","29 Jul 2013","0.092"
"2013-07-30","30 Jul 2013","0.099"
"2013-07-31","31 Jul 2013","0.143"
"2013-08-01","01 Aug 2013","0.093"
"2013-08-02","02 Aug 2013","0.084"
"2013-08-05","05 Aug 2013","0.083"
"2013-08-06","06 Aug 2013","0.078"
"2013-08-07","07 Aug 2013","0.099"
"2013-08-08","08 Aug 2013","0.084"
"2013-08-09","09 Aug 2013","0.082"
"2013-08-12","12 Aug 2013","0.079"
"2013-08-13","13 Aug 2013","0.077"
"2013-08-14","14 Aug 2013","0.080"
"2013-08-15","15 Aug 2013","0.077"
"2013-08-16","16 Aug 2013","0.078"
"2013-08-19","19 Aug 2013","0.079"
"2013-08-20","20 Aug 2013","0.078"
"2013-08-21","21 Aug 2013","0.078"
"2013-08-22","22 Aug 2013","0.079"
"2013-08-23","23 Aug 2013","0.077"
"2013-08-26","26 Aug 2013","0.078"
"2013-08-27","27 Aug 2013","0.080"
"2013-08-28","28 Aug 2013","0.078"
"2013-08-29","29 Aug 2013","0.076"
"2013-08-30","30 Aug 2013","0.107"
"2013-09-02","02 Sep 2013","0.079"
"2013-09-03","03 Sep 2013","0.080"
"2013-09-04","04 Sep 2013","0.073"
"2013-09-05","05 Sep 2013","0.069"
"2013-09-06","06 Sep 2013","0.075"
"2013-09-09","09 Sep 2013","0.068"
"2013-09-10","10 Sep 2013","0.071"
"2013-09-11","11 Sep 2013","0.073"
"2013-09-12","12 Sep 2013","0.068"
"2013-09-13","13 Sep 2013","0.072"
"2013-09-16","16 Sep 2013","0.073"
"2013-09-17","17 Sep 2013","0.075"
"2013-09-18","18 Sep 2013","0.078"
"2013-09-19","19 Sep 2013","0.075"
"2013-09-20","20 Sep 2013","0.078"
"2013-09-23","23 Sep 2013","0.080"
"2013-09-24","24 Sep 2013","0.077"
"2013-09-25","25 Sep 2013","0.077"
"2013-09-26","26 Sep 2013","0.082"
"2013-09-27","27 Sep 2013","0.085"
"2013-09-30","30 Sep 2013","0.179"
"2013-10-01","01 Oct 2013","0.080"
"2013-10-02","02 Oct 2013","0.079"
"2013-10-03","03 Oct 2013","0.079"
"2013-10-04","04 Oct 2013","0.084"
"2013-10-07","07 Oct 2013","0.082"
"2013-10-08","08 Oct 2013","0.084"
"2013-10-09","09 Oct 2013","0.081"
"2013-10-10","10 Oct 2013","0.080"
"2013-10-11","11 Oct 2013","0.085"
"2013-10-14","14 Oct 2013","0.078"
"2013-10-15","15 Oct 2013","0.078"
"2013-10-16","16 Oct 2013","0.082"
"2013-10-17","17 Oct 2013","0.088"
"2013-10-18","18 Oct 2013","0.093"
"2013-10-21","21 Oct 2013","0.091"
"2013-10-22","22 Oct 2013","0.093"
"2013-10-23","23 Oct 2013","0.094"
"2013-10-24","24 Oct 2013","0.096"
"2013-10-25","25 Oct 2013","0.096"
"2013-10-28","28 Oct 2013","0.095"
"2013-10-29","29 Oct 2013","0.098"
"2013-10-30","30 Oct 2013","0.103"
"2013-10-31","31 Oct 2013","0.228"
"2013-11-01","01 Nov 2013","0.092"
"2013-11-04","04 Nov 2013","0.092"
"2013-11-05","05 Nov 2013","0.089"
"2013-11-06","06 Nov 2013","0.086"
"2013-11-07","07 Nov 2013","0.078"
"2013-11-08","08 Nov 2013","0.077"
"2013-11-11","11 Nov 2013","0.076"
"2013-11-12","12 Nov 2013","0.074"
"2013-11-13","13 Nov 2013","0.070"
"2013-11-14","14 Nov 2013","0.076"
"2013-11-15","15 Nov 2013","0.079"
"2013-11-18","18 Nov 2013","0.084"
"2013-11-19","19 Nov 2013","0.086"
"2013-11-20","20 Nov 2013","0.091"
"2013-11-21","21 Nov 2013","0.108"
"2013-11-22","22 Nov 2013","0.117"
"2013-11-25","25 Nov 2013","0.132"
"2013-11-26","26 Nov 2013","0.131"
"2013-11-27","27 Nov 2013","0.123"
"2013-11-28","28 Nov 2013","0.127"
"2013-11-29","29 Nov 2013","0.277"
"2013-12-02","02 Dec 2013","0.112"
"2013-12-03","03 Dec 2013","0.117"
"2013-12-04","04 Dec 2013","0.126"
"2013-12-05","05 Dec 2013","0.127"
"2013-12-06","06 Dec 2013","0.127"
"2013-12-09","09 Dec 2013","0.125"
"2013-12-10","10 Dec 2013","0.131"
"2013-12-11","11 Dec 2013","0.144"
"2013-12-12","12 Dec 2013","0.139"
"2013-12-13","13 Dec 2013","0.150"
"2013-12-16","16 Dec 2013","0.183"
"2013-12-17","17 Dec 2013","0.206"
"2013-12-18","18 Dec 2013","0.176"
"2013-12-19","19 Dec 2013","0.159"
"2013-12-20","20 Dec 2013","0.161"
"2013-12-23","23 Dec 2013","0.158"
"2013-12-24","24 Dec 2013","0.171"
"2013-12-27","27 Dec 2013","0.192"
"2013-12-30","30 Dec 2013","0.223"
"2013-12-31","31 Dec 2013","0.446"
"2014-01-02","02 Jan 2014","0.152"
"2014-01-03","03 Jan 2014","0.111"
"2014-01-06","06 Jan 2014","0.096"
"2014-01-07","07 Jan 2014","0.099"
"2014-01-08","08 Jan 2014","0.137"
"2014-01-09","09 Jan 2014","0.156"
"2014-01-10","10 Jan 2014","0.154"
"2014-01-13","13 Jan 2014","0.153"
"2014-01-14","14 Jan 2014","0.147"
"2014-01-15","15 Jan 2014","0.210"
"2014-01-16","16 Jan 2014","0.300"
"2014-01-17","17 Jan 2014","0.343"
"2014-01-20","20 Jan 2014","0.359"
"2014-01-21","21 Jan 2014","0.351"
"2014-01-22","22 Jan 2014","0.238"
"2014-01-23","23 Jan 2014","0.210"
"2014-01-24","24 Jan 2014","0.191"
"2014-01-27","27 Jan 2014","0.188"
"2014-01-28","28 Jan 2014","0.179"
"2014-01-29","29 Jan 2014","0.157"
"2014-01-30","30 Jan 2014","0.155"
"2014-01-31","31 Jan 2014","0.228"
"2014-02-03","03 Feb 2014","0.140"
"2014-02-04","04 Feb 2014","0.133"
"2014-02-05","05 Feb 2014","0.145"
"2014-02-06","06 Feb 2014","0.132"
"2014-02-07","07 Feb 2014","0.131"
"2014-02-10","10 Feb 2014","0.127"
"2014-02-11","11 Feb 2014","0.122"
"2014-02-12","12 Feb 2014","0.170"
"2014-02-13","13 Feb 2014","0.159"
"2014-02-14","14 Feb 2014","0.144"
"2014-02-17","17 Feb 2014","0.150"
"2014-02-18","18 Feb 2014","0.153"
"2014-02-19","19 Feb 2014","0.164"
"2014-02-20","20 Feb 2014","0.169"
"2014-02-21","21 Feb 2014","0.171"
"2014-02-24","24 Feb 2014","0.169"
"2014-02-25","25 Feb 2014","0.166"
"2014-02-26","26 Feb 2014","0.168"
"2014-02-27","27 Feb 2014","0.162"
"2014-02-28","28 Feb 2014","0.259"
"2014-03-03","03 Mar 2014","0.156"
"2014-03-04","04 Mar 2014","0.157"
"2014-03-05","05 Mar 2014","0.164"
"2014-03-06","06 Mar 2014","0.163"
"2014-03-07","07 Mar 2014","0.159"
"2014-03-10","10 Mar 2014","0.167"
"2014-03-11","11 Mar 2014","0.171"
"2014-03-12","12 Mar 2014","0.172"
"2014-03-13","13 Mar 2014","0.170"
"2014-03-14","14 Mar 2014","0.158"
"2014-03-17","17 Mar 2014","0.162"
"2014-03-18","18 Mar 2014","0.160"
"2014-03-19","19 Mar 2014","0.168"
"2014-03-20","20 Mar 2014","0.163"
"2014-03-21","21 Mar 2014","0.170"
"2014-03-24","24 Mar 2014","0.169"
"2014-03-25","25 Mar 2014","0.172"
"2014-03-26","26 Mar 2014","0.171"
"2014-03-27","27 Mar 2014","0.174"
"2014-03-28","28 Mar 2014","0.195"
"2014-03-31","31 Mar 2014","0.688"
"2014-04-01","01 Apr 2014","0.194"
"2014-04-02","02 Apr 2014","0.212"
"2014-04-03","03 Apr 2014","0.218"
"2014-04-04","04 Apr 2014","0.212"
"2014-04-07","07 Apr 2014","0.224"
"2014-04-08","08 Apr 2014","0.216"
"2014-04-09","09 Apr 2014","0.209"
"2014-04-10","10 Apr 2014","0.207"
"2014-04-11","11 Apr 2014","0.209"
"2014-04-14","14 Apr 2014","0.209"
"2014-04-15","15 Apr 2014","0.207"
"2014-04-16","16 Apr 2014","0.204"
"2014-04-17","17 Apr 2014","0.221"
"2014-04-22","22 Apr 2014","0.217"
"2014-04-23","23 Apr 2014","0.238"
"2014-04-24","24 Apr 2014","0.294"
"2014-04-25","25 Apr 2014","0.331"
"2014-04-28","28 Apr 2014","0.398"
"2014-04-29","29 Apr 2014","0.457"
"2014-04-30","30 Apr 2014","0.400"
"2014-05-02","02 May 2014","0.159"
"2014-05-05","05 May 2014","0.126"
"2014-05-06","06 May 2014","0.108"
"2014-05-07","07 May 2014","0.260"
"2014-05-08","08 May 2014","0.239"
"2014-05-09","09 May 2014","0.222"
"2014-05-12","12 May 2014","0.191"
"2014-05-13","13 May 2014","0.184"
"2014-05-14","14 May 2014","0.177"
"2014-05-15","15 May 2014","0.172"
"2014-05-16","16 May 2014","0.169"
"2014-05-19","19 May 2014","0.177"
"2014-05-20","20 May 2014","0.196"
"2014-05-21","21 May 2014","0.271"
"2014-05-22","22 May 2014","0.337"
"2014-05-23","23 May 2014","0.396"
"2014-05-26","26 May 2014","0.425"
"2014-05-27","27 May 2014","0.469"
"2014-05-28","28 May 2014","0.239"
"2014-05-29","29 May 2014","0.244"
"2014-05-30","30 May 2014","0.448"
"2014-06-02","02 Jun 2014","0.226"
"2014-06-03","03 Jun 2014","0.191"
"2014-06-04","04 Jun 2014","0.142"
"2014-06-05","05 Jun 2014","0.104"
"2014-06-06","06 Jun 2014","0.067"
"2014-06-09","09 Jun 2014","0.053"
"2014-06-10","10 Jun 2014","0.065"
"2014-06-11","11 Jun 2014","0.060"
"2014-06-12","12 Jun 2014","0.043"
"2014-06-13","13 Jun 2014","0.026"
"2014-06-16","16 Jun 2014","0.027"
"2014-06-17","17 Jun 2014","0.030"
"2014-06-18","18 Jun 2014","0.015"
"2014-06-19","19 Jun 2014","0.010"
"2014-06-20","20 Jun 2014","0.025"
"2014-06-23","23 Jun 2014","0.031"
"2014-06-24","24 Jun 2014","0.036"
"2014-06-25","25 Jun 2014","0.043"
"2014-06-26","26 Jun 2014","0.036"
"2014-06-27","27 Jun 2014","0.025"
"2014-06-30","30 Jun 2014","0.336"
"2014-07-01","01 Jul 2014","0.026"
"2014-07-02","02 Jul 2014","0.023"
"2014-07-03","03 Jul 2014","0.032"
"2014-07-04","04 Jul 2014","0.032"
"2014-07-07","07 Jul 2014","0.029"
"2014-07-08","08 Jul 2014","0.027"
"2014-07-09","09 Jul 2014","0.033"
"2014-07-10","10 Jul 2014","0.036"
"2014-07-11","11 Jul 2014","0.050"
"2014-07-14","14 Jul 2014","0.052"
"2014-07-15","15 Jul 2014","0.034"
"2014-07-16","16 Jul 2014","0.036"
"2014-07-17","17 Jul 2014","0.039"
"2014-07-18","18 Jul 2014","0.037"
"2014-07-21","21 Jul 2014","0.048"
"2014-07-22","22 Jul 2014","0.041"
"2014-07-23","23 Jul 2014","0.047"
"2014-07-24","24 Jul 2014","0.042"
"2014-07-25","25 Jul 2014","0.043"
"2014-07-28","28 Jul 2014","0.044"
"2014-07-29","29 Jul 2014","0.032"
"2014-07-30","30 Jul 2014","0.035"
"2014-07-31","31 Jul 2014","0.177"
"2014-08-01","01 Aug 2014","0.023"
"2014-08-04","04 Aug 2014","0.029"
"2014-08-05","05 Aug 2014","0.031"
"2014-08-06","06 Aug 2014","0.021"
"2014-08-07","07 Aug 2014","0.014"
"2014-08-08","08 Aug 2014","0.019"
"2014-08-11","11 Aug 2014","0.010"
"2014-08-12","12 Aug 2014","0.009"
"2014-08-13","13 Aug 2014","0.019"
"2014-08-14","14 Aug 2014","0.014"
"2014-08-15","15 Aug 2014","0.007"
"2014-08-18","18 Aug 2014","0.006"
"2014-08-19","19 Aug 2014","0.005"
"2014-08-20","20 Aug 2014","0.013"
"2014-08-21","21 Aug 2014","0.014"
"2014-08-22","22 Aug 2014","0.006"
"2014-08-25","25 Aug 2014","0.019"
"2014-08-26","26 Aug 2014","0.009"
"2014-08-27","27 Aug 2014","0.011"
"2014-08-28","28 Aug 2014","-0.004"
"2014-08-29","29 Aug 2014","0.101"
"2014-09-01","01 Sep 2014","-0.013"
"2014-09-02","02 Sep 2014","-0.007"
"2014-09-03","03 Sep 2014","-0.006"
"2014-09-04","04 Sep 2014","0.003"
"2014-09-05","05 Sep 2014","0.000"
"2014-09-08","08 Sep 2014","0.003"
"2014-09-09","09 Sep 2014","0.012"
"2014-09-10","10 Sep 2014","-0.024"
"2014-09-11","11 Sep 2014","-0.016"
"2014-09-12","12 Sep 2014","-0.014"
"2014-09-15","15 Sep 2014","-0.011"
"2014-09-16","16 Sep 2014","0.007"
"2014-09-17","17 Sep 2014","0.007"
"2014-09-18","18 Sep 2014","0.003"
"2014-09-19","19 Sep 2014","0.007"
"2014-09-22","22 Sep 2014","0.002"
"2014-09-23","23 Sep 2014","0.015"
"2014-09-24","24 Sep 2014","0.022"
"2014-09-25","25 Sep 2014","-0.003"
"2014-09-26","26 Sep 2014","-0.017"
"2014-09-29","29 Sep 2014","-0.022"
"2014-09-30","30 Sep 2014","0.197"
"2014-10-01","01 Oct 2014","-0.032"
"2014-10-02","02 Oct 2014","-0.033"
"2014-10-03","03 Oct 2014","-0.045"
"2014-10-06","06 Oct 2014","-0.014"
"2014-10-07","07 Oct 2014","-0.033"
"2014-10-08","08 Oct 2014","-0.015"
"2014-10-09","09 Oct 2014","-0.015"
"2014-10-10","10 Oct 2014","-0.006"
"2014-10-13","13 Oct 2014","-0.018"
"2014-10-14","14 Oct 2014","-0.026"
"2014-10-15","15 Oct 2014","-0.011"
"2014-10-16","16 Oct 2014","-0.012"
"2014-10-17","17 Oct 2014","-0.014"
"2014-10-20","20 Oct 2014","-0.003"
"2014-10-21","21 Oct 2014","0.012"
"2014-10-22","22 Oct 2014","0.017"
"2014-10-23","23 Oct 2014","0.014"
"2014-10-24","24 Oct 2014","0.018"
"2014-10-27","27 Oct 2014","0.013"
"2014-10-28","28 Oct 2014","0.010"
"2014-10-29","29 Oct 2014","0.006"
"2014-10-30","30 Oct 2014","0.002"
"2014-10-31","31 Oct 2014","0.082"
"2014-11-03","03 Nov 2014","-0.035"
"2014-11-04","04 Nov 2014","-0.039"
"2014-11-05","05 Nov 2014","-0.042"
"2014-11-06","06 Nov 2014","-0.037"
"2014-11-07","07 Nov 2014","-0.038"
"2014-11-10","10 Nov 2014","-0.032"
"2014-11-11","11 Nov 2014","-0.036"
"2014-11-12","12 Nov 2014","-0.027"
"2014-11-13","13 Nov 2014","-0.028"
"2014-11-14","14 Nov 2014","-0.029"
"2014-11-17","17 Nov 2014","-0.027"
"2014-11-18","18 Nov 2014","-0.022"
"2014-11-19","19 Nov 2014","-0.023"
"2014-11-20","20 Nov 2014","-0.019"
"2014-11-21","21 Nov 2014","-0.011"
"2014-11-24","24 Nov 2014","-0.006"
"2014-11-25","25 Nov 2014","0.017"
"2014-11-26","26 Nov 2014","0.046"
"2014-11-27","27 Nov 2014","0.029"
"2014-11-28","28 Nov 2014","0.128"
"2014-12-01","01 Dec 2014","-0.007"
"2014-12-02","02 Dec 2014","-0.025"
"2014-12-03","03 Dec 2014","-0.023"
"2014-12-04","04 Dec 2014","-0.036"
"2014-12-05","05 Dec 2014","-0.038"
"2014-12-08","08 Dec 2014","-0.052"
"2014-12-09","09 Dec 2014","-0.040"
"2014-12-10","10 Dec 2014","-0.025"
"2014-12-11","11 Dec 2014","-0.014"
"2014-12-12","12 Dec 2014","-0.021"
"2014-12-15","15 Dec 2014","-0.016"
"2014-12-16","16 Dec 2014","-0.019"
"2014-12-17","17 Dec 2014","-0.026"
"2014-12-18","18 Dec 2014","-0.030"
"2014-12-19","19 Dec 2014","-0.055"
"2014-12-22","22 Dec 2014","-0.051"
"2014-12-23","23 Dec 2014","-0.077"
"2014-12-24","24 Dec 2014","-0.085"
"2014-12-29","29 Dec 2014","-0.060"
"2014-12-30","30 Dec 2014","-0.077"
"2014-12-31","31 Dec 2014","0.144"
"2015-01-02","02 Jan 2015","-0.079"
"2015-01-05","05 Jan 2015","-0.074"
"2015-01-06","06 Jan 2015","-0.075"
"2015-01-07","07 Jan 2015","-0.069"
"2015-01-08","08 Jan 2015","-0.070"
"2015-01-09","09 Jan 2015","-0.047"
"2015-01-12","12 Jan 2015","-0.063"
"2015-01-13","13 Jan 2015","-0.069"
"2015-01-14","14 Jan 2015","-0.067"
"2015-01-15","15 Jan 2015","-0.067"
"2015-01-16","16 Jan 2015","-0.081"
"2015-01-19","19 Jan 2015","-0.075"
"2015-01-20","20 Jan 2015","-0.081"
"2015-01-21","21 Jan 2015","-0.068"
"2015-01-22","22 Jan 2015","-0.036"
"2015-01-23","23 Jan 2015","-0.019"
"2015-01-26","26 Jan 2015","-0.033"
"2015-01-27","27 Jan 2015","-0.019"
"2015-01-28","28 Jan 2015","-0.029"
"2015-01-29","29 Jan 2015","-0.028"
"2015-01-30","30 Jan 2015","0.086"
"2015-02-02","02 Feb 2015","-0.024"
"2015-02-03","03 Feb 2015","-0.034"
"2015-02-04","04 Feb 2015","-0.037"
"2015-02-05","05 Feb 2015","-0.026"
"2015-02-06","06 Feb 2015","-0.037"
"2015-02-09","09 Feb 2015","-0.042"
"2015-02-10","10 Feb 2015","-0.041"
"2015-02-11","11 Feb 2015","-0.048"
"2015-02-12","12 Feb 2015","-0.045"
"2015-02-13","13 Feb 2015","-0.046"
"2015-02-16","16 Feb 2015","-0.049"
"2015-02-17","17 Feb 2015","-0.040"
"2015-02-18","18 Feb 2015","-0.038"
"2015-02-19","19 Feb 2015","-0.034"
"2015-02-20","20 Feb 2015","-0.043"
"2015-02-23","23 Feb 2015","-0.044"
"2015-02-24","24 Feb 2015","-0.048"
"2015-02-25","25 Feb 2015","-0.046"
"2015-02-26","26 Feb 2015","-0.062"
"2015-02-27","27 Feb 2015","0.064"
"2015-03-02","02 Mar 2015","-0.055"
"2015-03-03","03 Mar 2015","-0.063"
"2015-03-04","04 Mar 2015","-0.060"
"2015-03-05","05 Mar 2015","-0.056"
"2015-03-06","06 Mar 2015","-0.064"
